Date,Region,City,Customer Type,Channel,Product,Category,Sales Rep,Unit Price,Quantity,Cost Price,COGS,Revenue,Profit
45707,West,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,Musa,85000,5,68000,340000,425000,85000
45661,South,Lagos,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,1,176000,176000,220000,44000
45713,East,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,Musa,180000,2,144000,288000,360000,72000
45729,East,Lagos,Corporate,Store,Printer P50,Electronics,Peter,150000,1,120000,120000,150000,30000
45744,West,Kano,Retail,Store,Air Conditioner X2,Home Appliances,David,180000,2,144000,288000,360000,72000
45778,North,Abuja,Corporate,Online,Sofa Classic,Furniture,Grace,320000,4,256000,1024000,1280000,256000
45673,North,Abuja,Retail,Store,Printer P50,Electronics,Chidinma,150000,10,120000,1200000,1500000,300000
45703,South,Kano,Corporate,Store,Blender B10,Home Appliances,Peter,30000,3,24000,72000,90000,18000
45740,South,Kano,Retail,Store,Office Chair Pro,Furniture,Peter,85000,4,68000,272000,340000,68000
45773,West,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,Peter,180000,10,144000,1440000,1800000,360000
45741,West,Lagos,Corporate,Store,Sofa Classic,Furniture,Aisha,320000,9,256000,2304000,2880000,576000
45762,South,Lagos,Corporate,Online,Printer P50,Electronics,Grace,150000,3,120000,360000,450000,90000
45769,North,Lagos,Retail,Online,Refrigerator R55,Home Appliances,Grace,220000,5,176000,880000,1100000,220000
45682,North,Abuja,Corporate,Store,Desktop PC D21,Electronics,Chidinma,300000,2,240000,480000,600000,120000
45672,East,Port Harcourt,Corporate,Online,Desktop PC D21,Electronics,Grace,300000,6,240000,1440000,1800000,360000
45729,North,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,Grace,180000,7,144000,1008000,1260000,252000
45722,West,Kano,Corporate,Store,Sofa Classic,Furniture,Chidinma,320000,6,256000,1536000,1920000,384000
45729,North,Lagos,Retail,Store,Smartphone Z10,Electronics,Peter,250000,5,200000,1000000,1250000,250000
45684,West,Lagos,Retail,Online,Desktop PC D21,Electronics,Grace,300000,3,240000,720000,900000,180000
45676,West,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,Grace,180000,8,144000,1152000,1440000,288000
45718,East,Abuja,Retail,Store,Sofa Classic,Furniture,David,320000,5,256000,1280000,1600000,320000
45724,West,Abuja,Retail,Online,Smartphone Z10,Electronics,David,250000,7,200000,1400000,1750000,350000
45739,West,Lagos,Retail,Store,Desktop PC D21,Electronics,Chidinma,300000,8,240000,1920000,2400000,480000
45674,West,Lagos,Corporate,Online,Laptop A13,Electronics,Grace,420000,4,336000,1344000,1680000,336000
45713,West,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,Musa,250000,6,200000,1200000,1500000,300000
45696,East,Abuja,Retail,Online,Printer P50,Electronics,Musa,150000,3,120000,360000,450000,90000
45713,North,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Aisha,300000,6,240000,1440000,1800000,360000
45681,South,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,Musa,180000,2,144000,288000,360000,72000
45709,East,Lagos,Corporate,Store,Printer P50,Electronics,David,150000,6,120000,720000,900000,180000
45747,South,Kano,Retail,Store,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45735,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,Musa,220000,9,176000,1584000,1980000,396000
45730,North,Abuja,Corporate,Online,Desktop PC D21,Electronics,Peter,300000,9,240000,2160000,2700000,540000
45668,West,Abuja,Retail,Online,Laptop A13,Electronics,Aisha,420000,1,336000,336000,420000,84000
45744,South,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Peter,220000,6,176000,1056000,1320000,264000
45729,West,Lagos,Retail,Store,Blender B10,Home Appliances,Musa,30000,5,24000,120000,150000,30000
45745,North,Kano,Corporate,Online,Blender B10,Home Appliances,Musa,30000,9,24000,216000,270000,54000
45709,South,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,Peter,250000,1,200000,200000,250000,50000
45746,South,Abuja,Retail,Online,Refrigerator R55,Home Appliances,David,220000,8,176000,1408000,1760000,352000
45703,East,Lagos,Retail,Online,Laptop A13,Electronics,Grace,420000,8,336000,2688000,3360000,672000
45726,North,Kano,Retail,Online,Desktop PC D21,Electronics,Peter,300000,10,240000,2400000,3000000,600000
45761,North,Abuja,Retail,Online,Printer P50,Electronics,Peter,150000,1,120000,120000,150000,30000
45684,North,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Musa,220000,6,176000,1056000,1320000,264000
45663,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Grace,180000,3,144000,432000,540000,108000
45677,North,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,Peter,60000,10,48000,480000,600000,120000
45763,South,Port Harcourt,Corporate,Online,Refrigerator R55,Home Appliances,Aisha,220000,1,176000,176000,220000,44000
45766,North,Kano,Retail,Store,Smartphone Z10,Electronics,Musa,250000,5,200000,1000000,1250000,250000
45750,South,Lagos,Corporate,Store,Smartphone Z10,Electronics,Peter,250000,8,200000,1600000,2000000,400000
45670,West,Abuja,Corporate,Online,Printer P50,Electronics,David,150000,4,120000,480000,600000,120000
45727,South,Lagos,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,3,176000,528000,660000,132000
45677,South,Kano,Retail,Online,Air Conditioner X2,Home Appliances,Aisha,180000,7,144000,1008000,1260000,252000
45665,South,Lagos,Corporate,Store,Printer P50,Electronics,Peter,150000,4,120000,480000,600000,120000
45712,East,Kano,Corporate,Online,Printer P50,Electronics,David,150000,10,120000,1200000,1500000,300000
45714,West,Lagos,Retail,Online,Printer P50,Electronics,Grace,150000,1,120000,120000,150000,30000
45712,North,Kano,Corporate,Store,Printer P50,Electronics,David,150000,4,120000,480000,600000,120000
45742,West,Kano,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,5,48000,240000,300000,60000
45710,South,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Chidinma,220000,7,176000,1232000,1540000,308000
45661,North,Lagos,Retail,Store,Printer P50,Electronics,Grace,150000,4,120000,480000,600000,120000
45766,East,Kano,Corporate,Online,Sofa Classic,Furniture,Chidinma,320000,6,256000,1536000,1920000,384000
45732,South,Port Harcourt,Retail,Store,Sofa Classic,Furniture,Aisha,320000,6,256000,1536000,1920000,384000
45715,West,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,Aisha,60000,4,48000,192000,240000,48000
45749,North,Lagos,Retail,Online,Office Chair Pro,Furniture,David,85000,8,68000,544000,680000,136000
45716,South,Kano,Corporate,Online,Office Chair Pro,Furniture,Grace,85000,2,68000,136000,170000,34000
45697,North,Kano,Corporate,Store,Office Chair Pro,Furniture,Chidinma,85000,9,68000,612000,765000,153000
45734,South,Kano,Retail,Store,Laptop A13,Electronics,Peter,420000,3,336000,1008000,1260000,252000
45718,North,Lagos,Retail,Online,Desktop PC D21,Electronics,Peter,300000,5,240000,1200000,1500000,300000
45735,East,Kano,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,1,24000,24000,30000,6000
45684,West,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Aisha,220000,8,176000,1408000,1760000,352000
45724,North,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,Chidinma,320000,5,256000,1280000,1600000,320000
45723,East,Lagos,Corporate,Online,Desktop PC D21,Electronics,Peter,300000,10,240000,2400000,3000000,600000
45746,North,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,Chidinma,220000,1,176000,176000,220000,44000
45662,South,Kano,Corporate,Online,Blender B10,Home Appliances,David,30000,6,24000,144000,180000,36000
45705,North,Lagos,Retail,Online,Laptop A13,Electronics,Grace,420000,1,336000,336000,420000,84000
45665,South,Abuja,Corporate,Store,Laptop A13,Electronics,Aisha,420000,6,336000,2016000,2520000,504000
45727,South,Abuja,Retail,Store,Office Chair Pro,Furniture,Peter,85000,7,68000,476000,595000,119000
45660,South,Lagos,Corporate,Store,Printer P50,Electronics,Grace,150000,7,120000,840000,1050000,210000
45661,West,Lagos,Retail,Store,Printer P50,Electronics,Chidinma,150000,10,120000,1200000,1500000,300000
45723,East,Port Harcourt,Retail,Store,Blender B10,Home Appliances,Chidinma,30000,9,24000,216000,270000,54000
45748,South,Kano,Corporate,Online,Sofa Classic,Furniture,Aisha,320000,8,256000,2048000,2560000,512000
45719,East,Abuja,Retail,Store,Blender B10,Home Appliances,Musa,30000,9,24000,216000,270000,54000
45750,East,Kano,Corporate,Online,Smartphone Z10,Electronics,David,250000,3,200000,600000,750000,150000
45664,East,Lagos,Corporate,Online,Microwave M20,Home Appliances,David,60000,2,48000,96000,120000,24000
45744,West,Abuja,Retail,Store,Sofa Classic,Furniture,Musa,320000,3,256000,768000,960000,192000
45727,East,Kano,Retail,Online,Desktop PC D21,Electronics,David,300000,9,240000,2160000,2700000,540000
45666,East,Abuja,Retail,Online,Laptop A13,Electronics,Grace,420000,4,336000,1344000,1680000,336000
45717,West,Port Harcourt,Retail,Store,Sofa Classic,Furniture,Peter,320000,6,256000,1536000,1920000,384000
45777,West,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Grace,220000,4,176000,704000,880000,176000
45749,South,Abuja,Retail,Store,Office Chair Pro,Furniture,David,85000,8,68000,544000,680000,136000
45761,West,Port Harcourt,Retail,Store,Laptop A13,Electronics,Musa,420000,7,336000,2352000,2940000,588000
45686,East,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,Chidinma,220000,2,176000,352000,440000,88000
45698,North,Kano,Retail,Online,Printer P50,Electronics,Peter,150000,1,120000,120000,150000,30000
45689,North,Port Harcourt,Corporate,Store,Laptop A13,Electronics,Aisha,420000,4,336000,1344000,1680000,336000
45672,South,Lagos,Corporate,Online,Desktop PC D21,Electronics,Musa,300000,1,240000,240000,300000,60000
45693,West,Lagos,Retail,Store,Desktop PC D21,Electronics,David,300000,9,240000,2160000,2700000,540000
45707,South,Abuja,Retail,Online,Smartphone Z10,Electronics,David,250000,6,200000,1200000,1500000,300000
45710,North,Kano,Retail,Store,Blender B10,Home Appliances,Musa,30000,7,24000,168000,210000,42000
45658,South,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture,Grace,85000,7,68000,476000,595000,119000
45740,West,Abuja,Corporate,Online,Office Chair Pro,Furniture,Grace,85000,7,68000,476000,595000,119000
45683,South,Kano,Retail,Online,Blender B10,Home Appliances,Chidinma,30000,4,24000,96000,120000,24000
45743,West,Kano,Retail,Online,Printer P50,Electronics,David,150000,9,120000,1080000,1350000,270000
45748,North,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,Grace,220000,9,176000,1584000,1980000,396000
45663,East,Kano,Corporate,Online,Blender B10,Home Appliances,Aisha,30000,8,24000,192000,240000,48000
45661,East,Kano,Retail,Online,Office Chair Pro,Furniture,David,85000,2,68000,136000,170000,34000
45747,South,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,David,180000,9,144000,1296000,1620000,324000
45696,East,Kano,Retail,Online,Printer P50,Electronics,Grace,150000,8,120000,960000,1200000,240000
45685,North,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,Aisha,60000,8,48000,384000,480000,96000
45661,West,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,Musa,300000,5,240000,1200000,1500000,300000
45702,North,Lagos,Retail,Online,Blender B10,Home Appliances,Peter,30000,8,24000,192000,240000,48000
45723,North,Port Harcourt,Corporate,Store,Laptop A13,Electronics,David,420000,3,336000,1008000,1260000,252000
45708,West,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Grace,420000,7,336000,2352000,2940000,588000
45746,East,Lagos,Corporate,Online,Office Chair Pro,Furniture,Grace,85000,9,68000,612000,765000,153000
45742,East,Lagos,Corporate,Online,Desktop PC D21,Electronics,Musa,300000,8,240000,1920000,2400000,480000
45760,North,Abuja,Retail,Store,Laptop A13,Electronics,Chidinma,420000,6,336000,2016000,2520000,504000
45749,South,Abuja,Corporate,Online,Printer P50,Electronics,Peter,150000,9,120000,1080000,1350000,270000
45687,East,Kano,Retail,Store,Blender B10,Home Appliances,Musa,30000,3,24000,72000,90000,18000
45743,East,Kano,Retail,Store,Blender B10,Home Appliances,Aisha,30000,4,24000,96000,120000,24000
45744,North,Lagos,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,4,48000,192000,240000,48000
45698,North,Kano,Retail,Store,Smartphone Z10,Electronics,Chidinma,250000,8,200000,1600000,2000000,400000
45745,North,Abuja,Corporate,Online,Blender B10,Home Appliances,Musa,30000,6,24000,144000,180000,36000
45701,South,Lagos,Corporate,Store,Smartphone Z10,Electronics,David,250000,1,200000,200000,250000,50000
45721,West,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,Peter,85000,1,68000,68000,85000,17000
45696,North,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,9,24000,216000,270000,54000
45757,South,Abuja,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,3,24000,72000,90000,18000
45678,South,Port Harcourt,Corporate,Store,Printer P50,Electronics,Musa,150000,8,120000,960000,1200000,240000
45707,North,Kano,Retail,Store,Office Chair Pro,Furniture,David,85000,4,68000,272000,340000,68000
45733,West,Kano,Corporate,Store,Sofa Classic,Furniture,Musa,320000,3,256000,768000,960000,192000
45745,East,Abuja,Retail,Online,Microwave M20,Home Appliances,David,60000,7,48000,336000,420000,84000
45737,East,Abuja,Corporate,Store,Desktop PC D21,Electronics,David,300000,6,240000,1440000,1800000,360000
45719,South,Abuja,Retail,Online,Printer P50,Electronics,Peter,150000,6,120000,720000,900000,180000
45670,South,Port Harcourt,Corporate,Online,Desktop PC D21,Electronics,Musa,300000,10,240000,2400000,3000000,600000
45707,East,Lagos,Retail,Online,Laptop A13,Electronics,Chidinma,420000,1,336000,336000,420000,84000
45737,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,David,60000,1,48000,48000,60000,12000
45711,North,Lagos,Retail,Online,Printer P50,Electronics,Grace,150000,10,120000,1200000,1500000,300000
45663,West,Abuja,Retail,Online,Air Conditioner X2,Home Appliances,Musa,180000,10,144000,1440000,1800000,360000
45747,South,Port Harcourt,Corporate,Online,Printer P50,Electronics,David,150000,10,120000,1200000,1500000,300000
45665,East,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,Grace,60000,8,48000,384000,480000,96000
45666,North,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,7,176000,1232000,1540000,308000
45727,East,Abuja,Retail,Online,Blender B10,Home Appliances,Peter,30000,1,24000,24000,30000,6000
45717,East,Lagos,Corporate,Store,Printer P50,Electronics,Chidinma,150000,6,120000,720000,900000,180000
45701,South,Abuja,Retail,Store,Blender B10,Home Appliances,Chidinma,30000,4,24000,96000,120000,24000
45699,South,Kano,Corporate,Online,Refrigerator R55,Home Appliances,Musa,220000,1,176000,176000,220000,44000
45743,South,Lagos,Retail,Online,Microwave M20,Home Appliances,David,60000,6,48000,288000,360000,72000
45745,South,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,Grace,250000,7,200000,1400000,1750000,350000
45759,East,Kano,Corporate,Online,Refrigerator R55,Home Appliances,Peter,220000,9,176000,1584000,1980000,396000
45770,South,Kano,Corporate,Online,Blender B10,Home Appliances,Musa,30000,10,24000,240000,300000,60000
45760,East,Kano,Retail,Online,Printer P50,Electronics,David,150000,1,120000,120000,150000,30000
45672,North,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,Peter,180000,3,144000,432000,540000,108000
45743,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,Peter,420000,10,336000,3360000,4200000,840000
45778,North,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture,Aisha,85000,2,68000,136000,170000,34000
45737,West,Kano,Corporate,Online,Microwave M20,Home Appliances,Aisha,60000,4,48000,192000,240000,48000
45669,North,Lagos,Corporate,Online,Printer P50,Electronics,Aisha,150000,9,120000,1080000,1350000,270000
45671,South,Abuja,Retail,Store,Laptop A13,Electronics,Peter,420000,1,336000,336000,420000,84000
45759,East,Lagos,Retail,Online,Laptop A13,Electronics,Aisha,420000,9,336000,3024000,3780000,756000
45677,West,Abuja,Corporate,Store,Laptop A13,Electronics,Grace,420000,9,336000,3024000,3780000,756000
45661,West,Abuja,Retail,Store,Office Chair Pro,Furniture,David,85000,6,68000,408000,510000,102000
45733,North,Abuja,Corporate,Online,Sofa Classic,Furniture,Peter,320000,3,256000,768000,960000,192000
45694,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Musa,180000,8,144000,1152000,1440000,288000
45668,West,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,Peter,85000,6,68000,408000,510000,102000
45684,West,Abuja,Retail,Online,Desktop PC D21,Electronics,Chidinma,300000,3,240000,720000,900000,180000
45730,North,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,Musa,180000,1,144000,144000,180000,36000
45664,East,Kano,Retail,Online,Refrigerator R55,Home Appliances,Aisha,220000,1,176000,176000,220000,44000
45681,South,Abuja,Retail,Store,Blender B10,Home Appliances,Aisha,30000,1,24000,24000,30000,6000
45669,East,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,Grace,60000,2,48000,96000,120000,24000
45719,West,Lagos,Retail,Store,Smartphone Z10,Electronics,Aisha,250000,7,200000,1400000,1750000,350000
45682,West,Kano,Corporate,Online,Laptop A13,Electronics,Musa,420000,10,336000,3360000,4200000,840000
45742,West,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,Peter,320000,10,256000,2560000,3200000,640000
45670,South,Abuja,Retail,Online,Desktop PC D21,Electronics,Musa,300000,1,240000,240000,300000,60000
45726,South,Kano,Corporate,Store,Printer P50,Electronics,David,150000,3,120000,360000,450000,90000
45671,West,Kano,Corporate,Online,Smartphone Z10,Electronics,Aisha,250000,3,200000,600000,750000,150000
45677,North,Lagos,Retail,Store,Laptop A13,Electronics,David,420000,4,336000,1344000,1680000,336000
45711,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Chidinma,180000,1,144000,144000,180000,36000
45724,North,Port Harcourt,Corporate,Store,Printer P50,Electronics,Peter,150000,3,120000,360000,450000,90000
45659,South,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,Musa,220000,9,176000,1584000,1980000,396000
45692,North,Kano,Corporate,Online,Laptop A13,Electronics,Musa,420000,4,336000,1344000,1680000,336000
45716,North,Kano,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,2,240000,480000,600000,120000
45770,East,Lagos,Corporate,Store,Office Chair Pro,Furniture,David,85000,8,68000,544000,680000,136000
45738,South,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Musa,220000,10,176000,1760000,2200000,440000
45665,West,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,Musa,220000,7,176000,1232000,1540000,308000
45753,East,Kano,Retail,Store,Sofa Classic,Furniture,Musa,320000,10,256000,2560000,3200000,640000
45695,West,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Aisha,180000,9,144000,1296000,1620000,324000
45748,North,Kano,Corporate,Online,Microwave M20,Home Appliances,Grace,60000,4,48000,192000,240000,48000
45713,South,Kano,Corporate,Store,Smartphone Z10,Electronics,Grace,250000,10,200000,2000000,2500000,500000
45756,North,Kano,Corporate,Online,Sofa Classic,Furniture,Musa,320000,2,256000,512000,640000,128000
45741,South,Abuja,Corporate,Store,Laptop A13,Electronics,Peter,420000,7,336000,2352000,2940000,588000
45661,North,Kano,Corporate,Store,Desktop PC D21,Electronics,Peter,300000,5,240000,1200000,1500000,300000
45751,South,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,Aisha,60000,5,48000,240000,300000,60000
45727,East,Port Harcourt,Retail,Store,Laptop A13,Electronics,Musa,420000,9,336000,3024000,3780000,756000
45668,South,Port Harcourt,Retail,Store,Smartphone Z10,Electronics,Grace,250000,9,200000,1800000,2250000,450000
45705,West,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Grace,220000,1,176000,176000,220000,44000
45676,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,Grace,220000,3,176000,528000,660000,132000
45726,West,Lagos,Corporate,Store,Smartphone Z10,Electronics,Musa,250000,8,200000,1600000,2000000,400000
45755,West,Kano,Retail,Store,Blender B10,Home Appliances,Peter,30000,1,24000,24000,30000,6000
45660,West,Abuja,Corporate,Store,Blender B10,Home Appliances,Aisha,30000,1,24000,24000,30000,6000
45712,North,Kano,Retail,Store,Blender B10,Home Appliances,Chidinma,30000,8,24000,192000,240000,48000
45726,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,Peter,60000,6,48000,288000,360000,72000
45674,West,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,David,250000,5,200000,1000000,1250000,250000
45682,South,Abuja,Retail,Store,Blender B10,Home Appliances,Aisha,30000,1,24000,24000,30000,6000
45749,South,Kano,Corporate,Store,Printer P50,Electronics,Aisha,150000,9,120000,1080000,1350000,270000
45679,East,Abuja,Retail,Store,Air Conditioner X2,Home Appliances,Aisha,180000,2,144000,288000,360000,72000
45740,East,Abuja,Retail,Store,Laptop A13,Electronics,Musa,420000,10,336000,3360000,4200000,840000
45774,West,Kano,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,4,240000,960000,1200000,240000
45710,West,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,Aisha,180000,8,144000,1152000,1440000,288000
45699,East,Abuja,Retail,Store,Laptop A13,Electronics,Aisha,420000,5,336000,1680000,2100000,420000
45716,South,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,Chidinma,180000,5,144000,720000,900000,180000
45725,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Aisha,300000,1,240000,240000,300000,60000
45665,South,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,Aisha,180000,7,144000,1008000,1260000,252000
45661,East,Kano,Corporate,Store,Blender B10,Home Appliances,Aisha,30000,8,24000,192000,240000,48000
45685,North,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,Musa,85000,10,68000,680000,850000,170000
45676,East,Kano,Retail,Store,Office Chair Pro,Furniture,Chidinma,85000,1,68000,68000,85000,17000
45700,North,Lagos,Corporate,Store,Printer P50,Electronics,Aisha,150000,8,120000,960000,1200000,240000
45730,West,Lagos,Corporate,Store,Laptop A13,Electronics,Peter,420000,6,336000,2016000,2520000,504000
45738,South,Abuja,Retail,Store,Microwave M20,Home Appliances,Peter,60000,8,48000,384000,480000,96000
45776,South,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,Musa,300000,7,240000,1680000,2100000,420000
45698,East,Lagos,Corporate,Store,Printer P50,Electronics,Aisha,150000,8,120000,960000,1200000,240000
45760,East,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,Chidinma,60000,10,48000,480000,600000,120000
45724,North,Kano,Retail,Store,Sofa Classic,Furniture,Peter,320000,9,256000,2304000,2880000,576000
45743,West,Port Harcourt,Retail,Store,Smartphone Z10,Electronics,Musa,250000,9,200000,1800000,2250000,450000
45667,South,Kano,Retail,Store,Refrigerator R55,Home Appliances,Peter,220000,7,176000,1232000,1540000,308000
45726,South,Lagos,Retail,Store,Sofa Classic,Furniture,David,320000,4,256000,1024000,1280000,256000
45763,South,Lagos,Corporate,Store,Refrigerator R55,Home Appliances,Aisha,220000,1,176000,176000,220000,44000
45716,West,Lagos,Retail,Store,Blender B10,Home Appliances,Aisha,30000,9,24000,216000,270000,54000
45775,North,Lagos,Corporate,Store,Blender B10,Home Appliances,Aisha,30000,8,24000,192000,240000,48000
45675,South,Lagos,Corporate,Store,Microwave M20,Home Appliances,David,60000,7,48000,336000,420000,84000
45727,West,Kano,Retail,Store,Blender B10,Home Appliances,Grace,30000,7,24000,168000,210000,42000
45658,West,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,Aisha,300000,6,240000,1440000,1800000,360000
45714,North,Abuja,Corporate,Store,Desktop PC D21,Electronics,Grace,300000,4,240000,960000,1200000,240000
45702,South,Kano,Retail,Store,Office Chair Pro,Furniture,Chidinma,85000,2,68000,136000,170000,34000
45778,North,Kano,Corporate,Store,Printer P50,Electronics,David,150000,3,120000,360000,450000,90000
45745,West,Abuja,Corporate,Store,Smartphone Z10,Electronics,Musa,250000,4,200000,800000,1000000,200000
45677,North,Port Harcourt,Retail,Store,Smartphone Z10,Electronics,Chidinma,250000,7,200000,1400000,1750000,350000
45662,West,Lagos,Retail,Store,Smartphone Z10,Electronics,David,250000,3,200000,600000,750000,150000
45730,East,Kano,Retail,Store,Printer P50,Electronics,Chidinma,150000,8,120000,960000,1200000,240000
45702,East,Kano,Corporate,Store,Office Chair Pro,Furniture,Aisha,85000,1,68000,68000,85000,17000
45663,East,Abuja,Retail,Store,Refrigerator R55,Home Appliances,Chidinma,220000,6,176000,1056000,1320000,264000
45702,East,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,Chidinma,30000,3,24000,72000,90000,18000
45715,North,Abuja,Corporate,Store,Desktop PC D21,Electronics,David,300000,3,240000,720000,900000,180000
45773,East,Kano,Retail,Store,Smartphone Z10,Electronics,Aisha,250000,10,200000,2000000,2500000,500000
45728,East,Lagos,Retail,Store,Desktop PC D21,Electronics,Peter,300000,4,240000,960000,1200000,240000
45769,South,Kano,Retail,Store,Sofa Classic,Furniture,Grace,320000,5,256000,1280000,1600000,320000
45770,South,Lagos,Retail,Store,Sofa Classic,Furniture,David,320000,1,256000,256000,320000,64000
45677,North,Port Harcourt,Retail,Store,Laptop A13,Electronics,Aisha,420000,4,336000,1344000,1680000,336000
45752,South,Kano,Corporate,Store,Office Chair Pro,Furniture,Musa,85000,5,68000,340000,425000,85000
45729,East,Lagos,Corporate,Store,Microwave M20,Home Appliances,Chidinma,60000,3,48000,144000,180000,36000
45672,West,Abuja,Retail,Store,Smartphone Z10,Electronics,Aisha,250000,4,200000,800000,1000000,200000
45747,East,Port Harcourt,Retail,Store,Laptop A13,Electronics,Chidinma,420000,5,336000,1680000,2100000,420000
45742,West,Kano,Retail,Store,Printer P50,Electronics,Musa,150000,5,120000,600000,750000,150000
45688,North,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,Peter,180000,1,144000,144000,180000,36000
45767,South,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,Musa,180000,1,144000,144000,180000,36000
45760,West,Lagos,Retail,Store,Smartphone Z10,Electronics,Chidinma,250000,9,200000,1800000,2250000,450000
45675,North,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,Peter,85000,4,68000,272000,340000,68000
45700,West,Abuja,Corporate,Store,Laptop A13,Electronics,David,420000,8,336000,2688000,3360000,672000
45724,South,Abuja,Corporate,Store,Sofa Classic,Furniture,David,320000,6,256000,1536000,1920000,384000
45736,North,Lagos,Retail,Store,Printer P50,Electronics,Aisha,150000,3,120000,360000,450000,90000
45677,West,Abuja,Retail,Store,Office Chair Pro,Furniture,Musa,85000,3,68000,204000,255000,51000
45732,North,Lagos,Retail,Store,Desktop PC D21,Electronics,Musa,300000,1,240000,240000,300000,60000
45745,South,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,Aisha,180000,4,144000,576000,720000,144000
45728,West,Lagos,Retail,Online,Laptop A13,Electronics,Peter,420000,10,336000,3360000,4200000,840000
45750,North,Abuja,Corporate,Online,Printer P50,Electronics,Grace,150000,4,120000,480000,600000,120000
45770,East,Kano,Retail,Online,Office Chair Pro,Furniture,Grace,85000,6,68000,408000,510000,102000
45679,South,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,Chidinma,300000,10,240000,2400000,3000000,600000
45778,East,Lagos,Corporate,Store,Printer P50,Electronics,Grace,150000,6,120000,720000,900000,180000
